Timestep,Timestep,Pressure,Potential_Temperature,Temperature,Rainfall,Mixing_Depth,Relative_Humidity,Specific_Humidity,Mixing_Ratio,Terrain_Altitude,Solar_Radiation,geometry,DateTime,Temperature_C
0.0,0.0,988.3,293.9,292.9,0.0,1098.5,86.7,12.5,12.8,160.4,20.5,POINT Z (-96.748 32.716 0),2023-01-02 16:00:00,19.75
-0.0,-0.0,988.3,293.9,292.9,0.0,1098.9,86.7,12.5,12.8,160.5,20.5,POINT Z (-96.747 32.712 0),2023-01-02 15:59:00,19.75
-0.0,-0.0,988.4,293.9,292.9,0.0,1097.7,86.7,12.5,12.8,160.6,20.3,POINT Z (-96.746 32.708 0),2023-01-02 15:58:00,19.75
-0.1,-0.1,988.4,293.9,292.9,0.0,1096.6,86.8,12.5,12.8,160.7,20.2,POINT Z (-96.745 32.704 0),2023-01-02 15:57:00,19.75
-0.1,-0.1,988.4,293.9,292.9,0.0,1095.5,86.8,12.5,12.8,160.8,20.0,POINT Z (-96.744 32.7 0),2023-01-02 15:56:00,19.75
-0.1,-0.1,988.4,293.9,292.9,0.0,1094.4,86.8,12.5,12.8,160.9,19.8,POINT Z (-96.74299999999999 32.696 0),2023-01-02 15:55:00,19.75
-0.1,-0.1,988.5,293.9,292.9,0.0,1093.2,86.9,12.5,12.8,161.0,19.7,POINT Z (-96.74299999999999 32.692 0),2023-01-02 15:54:00,19.75
-0.1,-0.1,988.5,293.8,292.9,0.0,1092.1,86.9,12.5,12.8,161.1,19.5,POINT Z (-96.742 32.688 0),2023-01-02 15:53:00,19.75
-0.1,-0.1,988.5,293.8,292.9,0.0,1090.9,86.9,12.5,12.8,161.2,19.3,POINT Z (-96.741 32.684 0),2023-01-02 15:52:00,19.75
-0.2,-0.2,988.6,293.8,292.9,0.0,1089.8,87.0,12.5,12.8,161.3,19.1,POINT Z (-96.73999999999999 32.68 0),2023-01-02 15:51:00,19.75
-0.2,-0.2,988.6,293.8,292.9,0.0,1088.6,87.0,12.5,12.8,161.3,19.0,POINT Z (-96.739 32.676 0),2023-01-02 15:50:00,19.75
-0.2,-0.2,988.6,293.8,292.8,0.0,1087.4,87.0,12.5,12.7,161.4,18.8,POINT Z (-96.738 32.672 0),2023-01-02 15:49:00,19.650000000000034
-0.2,-0.2,988.6,293.8,292.8,0.0,1086.2,87.1,12.5,12.7,161.5,18.6,POINT Z (-96.73699999999999 32.668 0),2023-01-02 15:48:00,19.650000000000034
-0.2,-0.2,988.7,293.8,292.8,0.0,1085.0,87.1,12.5,12.7,161.6,18.4,POINT Z (-96.736 32.664 0),2023-01-02 15:47:00,19.650000000000034
-0.2,-0.2,988.7,293.8,292.8,0.0,1083.9,87.1,12.5,12.7,161.7,18.2,POINT Z (-96.735 32.66 0),2023-01-02 15:46:00,19.650000000000034
-0.2,-0.2,988.7,293.8,292.8,0.0,1082.6,87.2,12.5,12.7,161.8,18.0,POINT Z (-96.73399999999999 32.656 0),2023-01-02 15:45:00,19.650000000000034
-0.3,-0.3,988.7,293.8,292.8,0.0,1081.4,87.2,12.5,12.7,161.8,17.9,POINT Z (-96.733 32.652 0),2023-01-02 15:44:00,19.650000000000034
-0.3,-0.3,988.8,293.7,292.8,0.0,1080.2,87.2,12.5,12.7,161.9,17.7,POINT Z (-96.732 32.648 0),2023-01-02 15:43:00,19.650000000000034
-0.3,-0.3,988.8,293.7,292.8,0.0,1079.0,87.3,12.5,12.7,162.0,17.5,POINT Z (-96.732 32.644 0),2023-01-02 15:42:00,19.650000000000034
-0.3,-0.3,988.8,293.7,292.8,0.0,1077.8,87.3,12.5,12.7,162.1,17.3,POINT Z (-96.73099999999999 32.64 0),2023-01-02 15:41:00,19.650000000000034
-0.3,-0.3,988.9,293.7,292.8,0.0,1076.5,87.3,12.5,12.7,162.1,17.1,POINT Z (-96.73 32.636 0),2023-01-02 15:40:00,19.650000000000034
-0.3,-0.3,988.9,293.7,292.8,0.0,1075.3,87.4,12.5,12.7,162.2,16.9,POINT Z (-96.729 32.632 0),2023-01-02 15:39:00,19.650000000000034
-0.4,-0.4,988.9,293.7,292.7,0.0,1074.0,87.4,12.5,12.7,162.3,16.7,POINT Z (-96.72799999999999 32.628 0),2023-01-02 15:38:00,19.55000000000001
-0.4,-0.4,988.9,293.7,292.7,0.0,1072.7,87.4,12.5,12.7,162.3,16.5,POINT Z (-96.727 32.624 0),2023-01-02 15:37:00,19.55000000000001
-0.4,-0.4,989.0,293.7,292.7,0.0,1071.5,87.5,12.5,12.7,162.4,16.4,POINT Z (-96.726 32.62 0),2023-01-02 15:36:00,19.55000000000001
-0.4,-0.4,989.0,293.7,292.7,0.0,1070.2,87.5,12.5,12.7,162.5,16.2,POINT Z (-96.72499999999999 32.616 0),2023-01-02 15:35:00,19.55000000000001
-0.4,-0.4,989.0,293.6,292.7,0.0,1068.9,87.5,12.5,12.7,162.6,16.0,POINT Z (-96.724 32.612 0),2023-01-02 15:34:00,19.55000000000001
-0.4,-0.4,989.0,293.6,292.7,0.0,1067.6,87.6,12.5,12.7,162.6,15.8,POINT Z (-96.723 32.608 0),2023-01-02 15:33:00,19.55000000000001
-0.5,-0.5,989.1,293.6,292.7,0.0,1066.3,87.6,12.5,12.7,162.7,15.6,POINT Z (-96.72199999999999 32.604 0),2023-01-02 15:32:00,19.55000000000001
-0.5,-0.5,989.1,293.6,292.7,0.0,1065.0,87.6,12.4,12.7,162.7,15.4,POINT Z (-96.721 32.6 0),2023-01-02 15:31:00,19.55000000000001
-0.5,-0.5,989.1,293.6,292.7,0.0,1063.7,87.7,12.4,12.7,162.8,15.2,POINT Z (-96.72 32.596 0),2023-01-02 15:30:00,19.55000000000001
-0.5,-0.5,989.1,293.6,292.7,0.0,1062.4,87.7,12.4,12.7,162.9,15.0,POINT Z (-96.71899999999999 32.592 0),2023-01-02 15:29:00,19.55000000000001
-0.5,-0.5,989.2,293.6,292.7,0.0,1061.0,87.7,12.4,12.7,162.9,14.8,POINT Z (-96.718 32.588 0),2023-01-02 15:28:00,19.55000000000001
-0.6,-0.6,989.2,293.6,292.6,0.0,1059.7,87.8,12.4,12.7,163.0,14.6,POINT Z (-96.717 32.584 0),2023-01-02 15:27:00,19.450000000000045
-0.6,-0.6,989.2,293.5,292.6,0.0,1058.4,87.8,12.4,12.7,163.1,14.4,POINT Z (-96.71599999999999 32.58 0),2023-01-02 15:26:00,19.450000000000045
-0.6,-0.6,989.3,293.5,292.6,0.0,1057.0,87.8,12.4,12.7,163.1,14.2,POINT Z (-96.715 32.576 0),2023-01-02 15:25:00,19.450000000000045
-0.6,-0.6,989.3,293.5,292.6,0.0,1055.6,87.9,12.4,12.7,163.2,14.0,POINT Z (-96.714 32.572 0),2023-01-02 15:24:00,19.450000000000045
-0.6,-0.6,989.3,293.5,292.6,0.0,1054.3,87.9,12.4,12.7,163.2,13.7,POINT Z (-96.71299999999999 32.568 0),2023-01-02 15:23:00,19.450000000000045
-0.6,-0.6,989.3,293.5,292.6,0.0,1052.9,88.0,12.4,12.7,163.3,13.5,POINT Z (-96.712 32.564 0),2023-01-02 15:22:00,19.450000000000045
-0.6,-0.6,989.4,293.5,292.6,0.0,1051.5,88.0,12.4,12.7,163.3,13.3,POINT Z (-96.711 32.56 0),2023-01-02 15:21:00,19.450000000000045
-0.7,-0.7,989.4,293.5,292.6,0.0,1050.1,88.0,12.4,12.7,163.4,13.1,POINT Z (-96.70999999999999 32.556 0),2023-01-02 15:20:00,19.450000000000045
-0.7,-0.7,989.4,293.5,292.6,0.0,1048.8,88.1,12.4,12.7,163.4,12.9,POINT Z (-96.70999999999999 32.552 0),2023-01-02 15:19:00,19.450000000000045
-0.7,-0.7,989.4,293.4,292.5,0.0,1047.4,88.1,12.4,12.7,163.5,12.7,POINT Z (-96.708 32.548 0),2023-01-02 15:18:00,19.350000000000023
-0.7,-0.7,989.5,293.4,292.5,0.0,1045.9,88.1,12.4,12.7,163.5,12.5,POINT Z (-96.70699999999999 32.544 0),2023-01-02 15:17:00,19.350000000000023
-0.7,-0.7,989.5,293.4,292.5,0.0,1044.5,88.2,12.4,12.7,163.6,12.3,POINT Z (-96.706 32.54 0),2023-01-02 15:16:00,19.350000000000023
-0.8,-0.8,989.5,293.4,292.5,0.0,1043.1,88.2,12.4,12.6,163.6,12.0,POINT Z (-96.705 32.537 0),2023-01-02 15:15:00,19.350000000000023
-0.8,-0.8,989.5,293.4,292.5,0.0,1041.7,88.3,12.4,12.6,163.7,11.8,POINT Z (-96.70399999999999 32.533 0),2023-01-02 15:14:00,19.350000000000023
-0.8,-0.8,989.6,293.4,292.5,0.0,1040.3,88.3,12.4,12.6,163.7,11.6,POINT Z (-96.703 32.529 0),2023-01-02 15:13:00,19.350000000000023
-0.8,-0.8,989.6,293.4,292.5,0.0,1038.8,88.3,12.4,12.6,163.7,11.4,POINT Z (-96.702 32.525 0),2023-01-02 15:12:00,19.350000000000023
