Timestep,Timestep,Pressure,Potential_Temperature,Temperature,Rainfall,Mixing_Depth,Relative_Humidity,Specific_Humidity,Mixing_Ratio,Terrain_Altitude,Solar_Radiation,geometry,DateTime,Temperature_C
0.0,0.0,989.4,291.5,290.6,0.0,636.2,92.6,11.5,11.8,160.4,0.0,POINT Z (-96.748 32.716 6),2023-01-02 10:00:00,17.450000000000045
-0.0,-0.0,989.4,291.5,290.6,0.0,636.8,92.6,11.5,11.8,160.5,0.0,POINT Z (-96.748 32.713 6),2023-01-02 09:59:00,17.450000000000045
-0.0,-0.0,989.4,291.5,290.6,0.0,636.9,92.6,11.5,11.8,160.6,0.0,POINT Z (-96.747 32.71 6),2023-01-02 09:58:00,17.450000000000045
-0.1,-0.1,989.4,291.5,290.6,0.0,637.0,92.6,11.5,11.8,160.7,0.0,POINT Z (-96.747 32.706 5.9),2023-01-02 09:57:00,17.450000000000045
-0.1,-0.1,989.4,291.5,290.6,0.0,637.0,92.6,11.5,11.8,160.8,0.0,POINT Z (-96.747 32.703 5.9),2023-01-02 09:56:00,17.450000000000045
-0.1,-0.1,989.4,291.5,290.6,0.0,637.1,92.6,11.5,11.8,160.9,0.0,POINT Z (-96.746 32.7 5.9),2023-01-02 09:55:00,17.450000000000045
-0.1,-0.1,989.4,291.5,290.6,0.0,637.2,92.6,11.5,11.8,161.0,0.0,POINT Z (-96.746 32.697 5.9),2023-01-02 09:54:00,17.450000000000045
-0.1,-0.1,989.4,291.5,290.6,0.0,637.3,92.6,11.5,11.8,161.0,0.0,POINT Z (-96.746 32.694 5.8),2023-01-02 09:53:00,17.450000000000045
-0.1,-0.1,989.4,291.5,290.6,0.0,637.5,92.6,11.5,11.8,161.1,0.0,POINT Z (-96.746 32.691 5.8),2023-01-02 09:52:00,17.450000000000045
-0.2,-0.2,989.4,291.5,290.6,0.0,637.6,92.7,11.5,11.8,161.2,0.0,POINT Z (-96.745 32.688 5.8),2023-01-02 09:51:00,17.450000000000045
-0.2,-0.2,989.4,291.5,290.6,0.0,637.7,92.7,11.5,11.8,161.3,0.0,POINT Z (-96.745 32.685 5.8),2023-01-02 09:50:00,17.450000000000045
-0.2,-0.2,989.4,291.5,290.6,0.0,637.8,92.7,11.5,11.8,161.4,0.0,POINT Z (-96.745 32.682 5.7),2023-01-02 09:49:00,17.450000000000045
-0.2,-0.2,989.4,291.5,290.6,0.0,638.0,92.7,11.5,11.8,161.5,0.0,POINT Z (-96.744 32.678 5.7),2023-01-02 09:48:00,17.450000000000045
-0.2,-0.2,989.5,291.5,290.6,0.0,638.1,92.7,11.5,11.8,161.6,0.0,POINT Z (-96.744 32.675 5.7),2023-01-02 09:47:00,17.450000000000045
-0.2,-0.2,989.5,291.5,290.6,0.0,638.3,92.7,11.5,11.8,161.6,0.0,POINT Z (-96.744 32.672 5.7),2023-01-02 09:46:00,17.450000000000045
-0.2,-0.2,989.5,291.5,290.6,0.0,638.4,92.7,11.5,11.8,161.7,0.0,POINT Z (-96.743 32.669 5.7),2023-01-02 09:45:00,17.450000000000045
-0.3,-0.3,989.5,291.5,290.6,0.0,638.6,92.7,11.5,11.8,161.8,0.0,POINT Z (-96.743 32.666 5.6),2023-01-02 09:44:00,17.450000000000045
-0.3,-0.3,989.5,291.5,290.6,0.0,638.8,92.7,11.5,11.8,161.9,0.0,POINT Z (-96.743 32.663 5.6),2023-01-02 09:43:00,17.450000000000045
-0.3,-0.3,989.5,291.5,290.6,0.0,639.0,92.7,11.5,11.8,162.0,0.0,POINT Z (-96.743 32.66 5.6),2023-01-02 09:42:00,17.450000000000045
-0.3,-0.3,989.5,291.5,290.6,0.0,639.2,92.7,11.5,11.8,162.1,0.0,POINT Z (-96.742 32.657 5.6),2023-01-02 09:41:00,17.450000000000045
-0.3,-0.3,989.5,291.5,290.6,0.0,639.4,92.7,11.5,11.8,162.2,0.0,POINT Z (-96.742 32.653 5.5),2023-01-02 09:40:00,17.450000000000045
-0.3,-0.3,989.5,291.5,290.6,0.0,639.6,92.7,11.5,11.8,162.2,0.0,POINT Z (-96.742 32.65 5.5),2023-01-02 09:39:00,17.450000000000045
-0.4,-0.4,989.5,291.5,290.6,0.0,639.8,92.7,11.5,11.8,162.3,0.0,POINT Z (-96.742 32.647 5.5),2023-01-02 09:38:00,17.450000000000045
-0.4,-0.4,989.5,291.5,290.6,0.0,640.0,92.7,11.5,11.8,162.4,0.0,POINT Z (-96.741 32.644 5.5),2023-01-02 09:37:00,17.450000000000045
-0.4,-0.4,989.5,291.5,290.6,0.0,640.3,92.7,11.5,11.8,162.5,0.0,POINT Z (-96.741 32.641 5.4),2023-01-02 09:36:00,17.450000000000045
-0.4,-0.4,989.5,291.5,290.6,0.0,640.5,92.7,11.5,11.8,162.6,0.0,POINT Z (-96.741 32.638 5.4),2023-01-02 09:35:00,17.450000000000045
-0.4,-0.4,989.5,291.5,290.6,0.0,640.8,92.7,11.5,11.8,162.7,0.0,POINT Z (-96.74 32.635 5.4),2023-01-02 09:34:00,17.450000000000045
-0.4,-0.4,989.5,291.5,290.6,0.0,641.0,92.7,11.5,11.8,162.8,0.0,POINT Z (-96.74 32.631 5.4),2023-01-02 09:33:00,17.450000000000045
-0.5,-0.5,989.5,291.5,290.6,0.0,641.3,92.7,11.5,11.8,162.8,0.0,POINT Z (-96.74 32.628 5.3),2023-01-02 09:32:00,17.450000000000045
-0.5,-0.5,989.5,291.5,290.6,0.0,641.6,92.7,11.5,11.8,162.9,0.0,POINT Z (-96.74 32.625 5.3),2023-01-02 09:31:00,17.450000000000045
-0.5,-0.5,989.5,291.5,290.6,0.0,641.8,92.7,11.5,11.8,163.0,0.0,POINT Z (-96.739 32.622 5.3),2023-01-02 09:30:00,17.450000000000045
-0.5,-0.5,989.5,291.5,290.6,0.0,642.1,92.7,11.5,11.8,163.1,0.0,POINT Z (-96.739 32.619 5.3),2023-01-02 09:29:00,17.450000000000045
-0.5,-0.5,989.5,291.5,290.6,0.0,642.4,92.7,11.5,11.8,163.2,0.0,POINT Z (-96.739 32.616 5.2),2023-01-02 09:28:00,17.450000000000045
-0.6,-0.6,989.5,291.5,290.6,0.0,642.7,92.8,11.5,11.8,163.3,0.0,POINT Z (-96.739 32.612 5.2),2023-01-02 09:27:00,17.450000000000045
-0.6,-0.6,989.5,291.5,290.6,0.0,643.0,92.8,11.5,11.8,163.4,0.0,POINT Z (-96.738 32.609 5.2),2023-01-02 09:26:00,17.450000000000045
-0.6,-0.6,989.5,291.5,290.6,0.0,643.4,92.8,11.5,11.8,163.4,0.0,POINT Z (-96.738 32.606 5.2),2023-01-02 09:25:00,17.450000000000045
-0.6,-0.6,989.6,291.5,290.6,0.0,643.7,92.8,11.5,11.8,163.5,0.0,POINT Z (-96.738 32.603 5.2),2023-01-02 09:24:00,17.450000000000045
-0.6,-0.6,989.6,291.5,290.6,0.0,644.0,92.8,11.5,11.8,163.6,0.0,POINT Z (-96.738 32.6 5.1),2023-01-02 09:23:00,17.450000000000045
-0.6,-0.6,989.6,291.5,290.6,0.0,644.4,92.8,11.5,11.8,163.7,0.0,POINT Z (-96.737 32.596 5.1),2023-01-02 09:22:00,17.450000000000045
-0.6,-0.6,989.6,291.5,290.6,0.0,644.7,92.8,11.5,11.8,163.8,0.0,POINT Z (-96.737 32.593 5.1),2023-01-02 09:21:00,17.450000000000045
-0.7,-0.7,989.6,291.5,290.6,0.0,645.1,92.8,11.5,11.8,163.9,0.0,POINT Z (-96.737 32.59 5.1),2023-01-02 09:20:00,17.450000000000045
-0.7,-0.7,989.6,291.5,290.6,0.0,645.4,92.8,11.5,11.8,163.9,0.0,POINT Z (-96.737 32.587 5),2023-01-02 09:19:00,17.450000000000045
-0.7,-0.7,989.6,291.5,290.6,0.0,645.8,92.8,11.5,11.8,164.0,0.0,POINT Z (-96.737 32.584 5),2023-01-02 09:18:00,17.450000000000045
-0.7,-0.7,989.6,291.5,290.6,0.0,646.2,92.8,11.5,11.8,164.1,0.0,POINT Z (-96.736 32.58 5),2023-01-02 09:17:00,17.450000000000045
