Timestep,Timestep,Pressure,Potential_Temperature,Temperature,Rainfall,Mixing_Depth,Relative_Humidity,Specific_Humidity,Mixing_Ratio,Terrain_Altitude,Solar_Radiation,geometry,DateTime,Temperature_C
0.0,0.0,989.7,291.5,290.6,0.0,368.8,80.2,10.0,10.2,160.4,94.3,POINT Z (-96.748 32.716 0),2023-01-02 02:00:00,17.450000000000045
-0.0,-0.0,989.7,291.5,290.6,0.0,368.6,80.2,10.0,10.2,160.5,94.3,POINT Z (-96.747 32.713 0),2023-01-02 01:59:00,17.450000000000045
-0.0,-0.0,989.7,291.5,290.6,0.0,367.8,80.2,10.0,10.1,160.6,95.9,POINT Z (-96.747 32.71 0),2023-01-02 01:58:00,17.450000000000045
-0.1,-0.1,989.7,291.5,290.6,0.0,366.9,80.1,10.0,10.1,160.7,97.4,POINT Z (-96.746 32.707 0),2023-01-02 01:57:00,17.450000000000045
-0.1,-0.1,989.7,291.5,290.6,0.0,366.1,80.1,10.0,10.1,160.7,99.0,POINT Z (-96.746 32.704 0),2023-01-02 01:56:00,17.450000000000045
-0.1,-0.1,989.7,291.5,290.6,0.0,365.3,80.0,10.0,10.1,160.8,100.5,POINT Z (-96.745 32.701 0),2023-01-02 01:55:00,17.450000000000045
-0.1,-0.1,989.7,291.5,290.6,0.0,364.4,80.0,10.0,10.1,160.9,102.1,POINT Z (-96.744 32.698 0),2023-01-02 01:54:00,17.450000000000045
-0.1,-0.1,989.7,291.5,290.6,0.0,363.6,79.9,10.0,10.1,160.9,103.6,POINT Z (-96.744 32.695 0),2023-01-02 01:53:00,17.450000000000045
-0.1,-0.1,989.7,291.5,290.6,0.0,362.8,79.9,9.9,10.1,161.0,105.2,POINT Z (-96.74299999999999 32.692 0),2023-01-02 01:52:00,17.450000000000045
-0.2,-0.2,989.7,291.5,290.6,0.0,361.9,79.8,9.9,10.1,161.1,106.7,POINT Z (-96.742 32.689 0),2023-01-02 01:51:00,17.450000000000045
-0.2,-0.2,989.8,291.5,290.6,0.0,361.1,79.8,9.9,10.1,161.1,108.3,POINT Z (-96.742 32.686 0),2023-01-02 01:50:00,17.450000000000045
-0.2,-0.2,989.8,291.5,290.6,0.0,360.3,79.8,9.9,10.1,161.2,109.8,POINT Z (-96.741 32.683 0),2023-01-02 01:49:00,17.450000000000045
-0.2,-0.2,989.8,291.5,290.6,0.0,359.4,79.7,9.9,10.1,161.3,111.4,POINT Z (-96.741 32.68 0),2023-01-02 01:48:00,17.450000000000045
-0.2,-0.2,989.8,291.4,290.6,0.0,358.6,79.7,9.9,10.1,161.3,112.9,POINT Z (-96.73999999999999 32.678 0),2023-01-02 01:47:00,17.450000000000045
-0.2,-0.2,989.8,291.4,290.6,0.0,357.7,79.6,9.9,10.1,161.4,114.5,POINT Z (-96.739 32.675 0),2023-01-02 01:46:00,17.450000000000045
-0.2,-0.2,989.8,291.4,290.6,0.0,356.9,79.6,9.9,10.1,161.4,116.0,POINT Z (-96.739 32.672 0),2023-01-02 01:45:00,17.450000000000045
-0.3,-0.3,989.8,291.4,290.6,0.0,356.1,79.6,9.9,10.1,161.5,117.6,POINT Z (-96.738 32.669 0),2023-01-02 01:44:00,17.450000000000045
-0.3,-0.3,989.8,291.4,290.6,0.0,355.2,79.5,9.9,10.1,161.6,119.1,POINT Z (-96.73699999999999 32.666 0),2023-01-02 01:43:00,17.450000000000045
-0.3,-0.3,989.8,291.4,290.6,0.0,354.4,79.5,9.9,10.0,161.6,120.7,POINT Z (-96.73699999999999 32.663 0),2023-01-02 01:42:00,17.450000000000045
-0.3,-0.3,989.8,291.4,290.6,0.0,353.6,79.4,9.9,10.0,161.7,122.2,POINT Z (-96.736 32.66 0),2023-01-02 01:41:00,17.450000000000045
-0.3,-0.3,989.8,291.4,290.6,0.0,352.7,79.4,9.9,10.0,161.7,123.8,POINT Z (-96.735 32.657 0),2023-01-02 01:40:00,17.450000000000045
-0.3,-0.3,989.9,291.4,290.6,0.0,351.9,79.4,9.9,10.0,161.8,125.3,POINT Z (-96.73399999999999 32.654 0),2023-01-02 01:39:00,17.450000000000045
-0.4,-0.4,989.9,291.4,290.6,0.0,351.1,79.3,9.9,10.0,161.9,126.9,POINT Z (-96.73399999999999 32.651 0),2023-01-02 01:38:00,17.450000000000045
-0.4,-0.4,989.9,291.4,290.6,0.0,350.2,79.3,9.9,10.0,161.9,128.4,POINT Z (-96.733 32.649 0),2023-01-02 01:37:00,17.450000000000045
-0.4,-0.4,989.9,291.4,290.6,0.0,349.4,79.2,9.9,10.0,162.0,130.0,POINT Z (-96.732 32.646 0),2023-01-02 01:36:00,17.450000000000045
-0.4,-0.4,989.9,291.4,290.6,0.0,348.6,79.2,9.8,10.0,162.0,131.5,POINT Z (-96.732 32.643 0),2023-01-02 01:35:00,17.450000000000045
-0.4,-0.4,989.9,291.4,290.6,0.0,347.7,79.2,9.8,10.0,162.1,133.1,POINT Z (-96.73099999999999 32.64 0),2023-01-02 01:34:00,17.450000000000045
-0.4,-0.4,989.9,291.4,290.6,0.0,346.9,79.1,9.8,10.0,162.1,134.6,POINT Z (-96.73 32.637 0),2023-01-02 01:33:00,17.450000000000045
-0.5,-0.5,989.9,291.4,290.6,0.0,346.1,79.1,9.8,10.0,162.2,136.2,POINT Z (-96.73 32.634 0),2023-01-02 01:32:00,17.450000000000045
-0.5,-0.5,989.9,291.4,290.6,0.0,345.2,79.1,9.8,10.0,162.2,137.7,POINT Z (-96.729 32.631 0),2023-01-02 01:31:00,17.450000000000045
-0.5,-0.5,989.9,291.4,290.6,0.0,344.4,79.0,9.8,10.0,162.3,139.3,POINT Z (-96.72799999999999 32.628 0),2023-01-02 01:30:00,17.450000000000045
-0.5,-0.5,990.0,291.4,290.6,0.0,343.6,79.0,9.8,10.0,162.3,140.8,POINT Z (-96.727 32.626 0),2023-01-02 01:29:00,17.450000000000045
-0.5,-0.5,990.0,291.4,290.6,0.0,342.7,78.9,9.8,10.0,162.4,142.4,POINT Z (-96.727 32.623 0),2023-01-02 01:28:00,17.450000000000045
-0.6,-0.6,990.0,291.4,290.6,0.0,341.9,78.9,9.8,10.0,162.4,143.9,POINT Z (-96.726 32.62 0),2023-01-02 01:27:00,17.450000000000045
-0.6,-0.6,990.0,291.4,290.6,0.0,341.1,78.9,9.8,10.0,162.5,145.5,POINT Z (-96.72499999999999 32.617 0),2023-01-02 01:26:00,17.450000000000045
-0.6,-0.6,990.0,291.4,290.6,0.0,340.2,78.8,9.8,9.9,162.5,147.0,POINT Z (-96.724 32.614 0),2023-01-02 01:25:00,17.450000000000045
-0.6,-0.6,990.0,291.4,290.6,0.0,339.4,78.8,9.8,9.9,162.5,148.6,POINT Z (-96.724 32.611 0),2023-01-02 01:24:00,17.450000000000045
-0.6,-0.6,990.0,291.4,290.6,0.0,338.6,78.8,9.8,9.9,162.6,150.1,POINT Z (-96.723 32.609 0),2023-01-02 01:23:00,17.450000000000045
-0.6,-0.6,990.0,291.4,290.6,0.0,337.8,78.7,9.8,9.9,162.6,151.7,POINT Z (-96.72199999999999 32.606 0),2023-01-02 01:22:00,17.450000000000045
-0.6,-0.6,990.0,291.4,290.6,0.0,336.9,78.7,9.8,9.9,162.7,153.2,POINT Z (-96.721 32.603 0),2023-01-02 01:21:00,17.450000000000045
-0.7,-0.7,990.1,291.4,290.6,0.0,336.1,78.7,9.8,9.9,162.7,154.8,POINT Z (-96.721 32.6 0),2023-01-02 01:20:00,17.450000000000045
-0.7,-0.7,990.1,291.4,290.6,0.0,335.3,78.6,9.8,9.9,162.8,156.3,POINT Z (-96.72 32.597 0),2023-01-02 01:19:00,17.450000000000045
-0.7,-0.7,990.1,291.4,290.6,0.0,334.5,78.6,9.8,9.9,162.8,157.9,POINT Z (-96.71899999999999 32.594 0),2023-01-02 01:18:00,17.450000000000045
-0.7,-0.7,990.1,291.4,290.6,0.0,333.6,78.6,9.8,9.9,162.8,159.4,POINT Z (-96.718 32.592 0),2023-01-02 01:17:00,17.450000000000045
-0.7,-0.7,990.1,291.4,290.6,0.0,332.8,78.5,9.7,9.9,162.9,161.0,POINT Z (-96.717 32.589 0),2023-01-02 01:16:00,17.450000000000045
-0.8,-0.8,990.1,291.4,290.6,0.0,332.0,78.5,9.7,9.9,162.9,162.5,POINT Z (-96.717 32.586 0),2023-01-02 01:15:00,17.450000000000045
-0.8,-0.8,990.1,291.4,290.6,0.0,331.2,78.5,9.7,9.9,162.9,164.1,POINT Z (-96.71599999999999 32.583 0),2023-01-02 01:14:00,17.450000000000045
-0.8,-0.8,990.1,291.4,290.6,0.0,330.3,78.4,9.7,9.9,163.0,165.6,POINT Z (-96.715 32.58 0),2023-01-02 01:13:00,17.450000000000045
-0.8,-0.8,990.1,291.4,290.6,0.0,329.5,78.4,9.7,9.9,163.0,167.2,POINT Z (-96.714 32.577 0),2023-01-02 01:12:00,17.450000000000045
-0.8,-0.8,990.2,291.4,290.6,0.0,328.7,78.4,9.7,9.9,163.0,168.7,POINT Z (-96.71299999999999 32.575 0),2023-01-02 01:11:00,17.450000000000045
-0.8,-0.8,990.2,291.4,290.5,0.0,327.9,78.3,9.7,9.9,163.1,170.3,POINT Z (-96.71299999999999 32.572 0),2023-01-02 01:10:00,17.350000000000023
-0.9,-0.9,990.2,291.4,290.5,0.0,327.0,78.3,9.7,9.9,163.1,171.8,POINT Z (-96.712 32.569 0),2023-01-02 01:09:00,17.350000000000023
-0.9,-0.9,990.2,291.4,290.5,0.0,326.2,78.3,9.7,9.9,163.1,173.4,POINT Z (-96.711 32.566 0),2023-01-02 01:08:00,17.350000000000023
