Timestep,Timestep,Pressure,Potential_Temperature,Temperature,Rainfall,Mixing_Depth,Relative_Humidity,Specific_Humidity,Mixing_Ratio,Terrain_Altitude,Solar_Radiation,geometry,DateTime,Temperature_C
0.0,0.0,989.7,291.3,290.4,0.0,420.4,88.4,10.9,11.1,160.4,0.0,POINT Z (-96.748 32.716 6),2023-01-02 04:00:00,17.25
-0.0,-0.0,989.7,291.3,290.4,0.0,420.3,88.4,10.9,11.1,160.5,0.0,POINT Z (-96.748 32.713 6),2023-01-02 03:59:00,17.25
-0.0,-0.0,989.8,291.3,290.4,0.0,420.0,88.4,10.9,11.1,160.6,0.0,POINT Z (-96.747 32.709 6),2023-01-02 03:58:00,17.25
-0.1,-0.1,989.8,291.3,290.4,0.0,419.7,88.4,10.9,11.1,160.7,0.0,POINT Z (-96.747 32.706 5.9),2023-01-02 03:57:00,17.25
-0.1,-0.1,989.8,291.3,290.4,0.0,419.4,88.4,10.9,11.1,160.8,0.0,POINT Z (-96.747 32.703 5.9),2023-01-02 03:56:00,17.25
-0.1,-0.1,989.8,291.3,290.4,0.0,419.1,88.4,10.9,11.1,160.9,0.0,POINT Z (-96.746 32.7 5.9),2023-01-02 03:55:00,17.25
-0.1,-0.1,989.8,291.3,290.4,0.0,418.8,88.4,10.9,11.1,161.0,0.0,POINT Z (-96.746 32.697 5.9),2023-01-02 03:54:00,17.25
-0.1,-0.1,989.8,291.3,290.4,0.0,418.5,88.3,10.9,11.1,161.1,0.0,POINT Z (-96.746 32.694 5.8),2023-01-02 03:53:00,17.25
-0.1,-0.1,989.8,291.3,290.4,0.0,418.2,88.3,10.9,11.1,161.1,0.0,POINT Z (-96.746 32.691 5.8),2023-01-02 03:52:00,17.25
-0.2,-0.2,989.8,291.3,290.4,0.0,417.9,88.3,10.9,11.1,161.2,0.0,POINT Z (-96.745 32.688 5.8),2023-01-02 03:51:00,17.25
-0.2,-0.2,989.8,291.3,290.4,0.0,417.6,88.3,10.9,11.1,161.3,0.0,POINT Z (-96.745 32.685 5.8),2023-01-02 03:50:00,17.25
-0.2,-0.2,989.8,291.3,290.4,0.0,417.3,88.3,10.9,11.1,161.4,0.0,POINT Z (-96.745 32.681 5.7),2023-01-02 03:49:00,17.25
-0.2,-0.2,989.8,291.3,290.4,0.0,417.0,88.3,10.9,11.1,161.5,0.0,POINT Z (-96.744 32.678 5.7),2023-01-02 03:48:00,17.25
-0.2,-0.2,989.8,291.3,290.4,0.0,416.7,88.3,10.9,11.1,161.6,0.0,POINT Z (-96.744 32.675 5.7),2023-01-02 03:47:00,17.25
